file,mode,key,old,new,unit,status,context
data/observations2/contact/contact-12.json,contact-12-tm01,3,7,10,degrees,replaced,"he pull-up, keeping the ball centered over the top, recovering within approximately 7 degrees of the entry line, due to the ball being centered a fraction after ea"
data/observations2/contact/contact-12.json,contact-12-tm01,1,18,20,degrees,replaced,"osscheck to keep the nose in the desired plane, with the deviation to approximately 18 degrees off the desired track, at the outer edge of the standard, due to righ"
data/observations2/contact/contact-12.json,contact-12-tm02,3,4,5,knots,replaced,"f one supported the entry of the next, with the entry airspeed within approximately 4 knots slow, due to the altitude component of the entry being confirmed a fr"
data/observations2/contact/contact-12.json,contact-12-tm02,1,9,10,knots,replaced,"o restore the optimum energy between maneuvers, with the deviation to approximately 9 knots slow at the following entry gate, at the outer edge of the standard, "
data/observations2/contact/contact-12.json,contact-12-tm03,3,7,10,degrees,replaced,"ntinuously through the horizon crossing, with the maximum bank inside approximately 7 degrees of the briefed value, due to the second leaf trailing the first by a "
data/observations2/contact/contact-12.json,contact-12-tm03,1,18,20,degrees,replaced,"the nose passed the reference point, with the bank at the crossing to approximately 18 degrees short of the briefed value, at the outer edge of the standard, due to"
data/observations2/contact/contact-12.json,contact-12-tm04,3,7,10,degrees,replaced,"f bank and increased it again in the last quarter, rolling out within approximately 7 degrees of the entry heading, due to the seat pressure through the roll being"
data/observations2/contact/contact-12.json,contact-12-tm04,1,18,20,degrees,replaced,"bank and increased it again in the last quarter, with the roll-out to approximately 18 degrees off the entry heading, at the outer edge of the standard, due to the "
data/observations2/contact/contact-12.json,contact-12-tm05,3,7,10,degrees,replaced,"ed the half roll of the second half in the opposite direction, within approximately 7 degrees of the entry heading, due to the nose track after the roll being conf"
data/observations2/contact/contact-12.json,contact-12-tm05,1,18,20,degrees,replaced," in the opposite direction as briefed, with the completion heading to approximately 18 degrees off entry, at the outer edge of the standard, due to the roll directi"
data/observations2/contact/contact-12.json,contact-12-tm06,3,7,10,degrees,replaced,"e rollout at the 135-degree point, with the bank at completion within approximately 7 degrees of level, due to the wings-level timing against the maximum pitch att"
data/observations2/contact/contact-12.json,contact-12-tm07,3,8,10,knots,replaced,"s without stalling, holding a proper anti-G strain, recovering within approximately 8 knots fast, due to the altitude loss matching the briefed figure a fraction"
data/observations2/contact/contact-12.json,contact-12-tm07,1,14,15,knots,replaced,"-through by building toward 15.5 units, with the recovery airspeed to approximately 14 knots fast, at the outer edge of the standard, due to the anti-G strain bei"
data/observations2/contact/contact-12.json,contact-12-em31,3,4,,knots,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(5/10),SP entered the loop within about 4 kt of the entry airspeed and held the wings within about 8 degrees of le
data/observations2/contact/contact-12.json,contact-12-em31,3,8,10,degrees,replaced,"oop within about 4 kt of the entry airspeed and held the wings within about 8 degrees of level over the top, due to the rudder correction against the wing "
data/observations2/contact/contact-12.json,contact-12-em32,3,8,10,degrees,replaced,SP rolled out within about 8 degrees of the recovery heading with the bank within about 8 degrees of the p
data/observations2/contact/contact-12.json,contact-12-em32,3,8,10,degrees,replaced,"t within about 8 degrees of the recovery heading with the bank within about 8 degrees of the planned value, due to the rate of the bank reduction being a f"
data/observations2/contact/contact-12.json,contact-12-em33,3,8,,knots,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(5/10),SP completed the lazy eight within about 8 kt of the entry airspeed and 8 degrees of the recovery heading in level 
data/observations2/contact/contact-12.json,contact-12-em33,3,8,10,degrees,replaced," completed the lazy eight within about 8 kt of the entry airspeed and 8 degrees of the recovery heading in level flight, due to the second 90-degree "
data/observations2/contact/contact-12.json,contact-12-em34,3,4,,knots,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(5/10),SP entered the Immelman within about 4 kt of the entry airspeed and completed the half roll within about 8 degr
data/observations2/contact/contact-12.json,contact-12-em34,3,8,10,degrees,replaced,"n about 4 kt of the entry airspeed and completed the half roll within about 8 degrees of wings level, due to the roll being started a fraction before the n"
data/observations2/contact/contact-12.json,contact-12-em35,3,8,10,degrees,replaced,SP started the pull-through within about 8 degrees of wings level inverted and recovered within about 8 degrees of the r
data/observations2/contact/contact-12.json,contact-12-em35,3,8,10,degrees,replaced,"h within about 8 degrees of wings level inverted and recovered within about 8 degrees of the reciprocal heading, due to the check of the wings against the "
data/observations2/contact/contact-12.json,contact-12-em36,3,8,,knots,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(5/10),"rees of the 90-degree reference on each leaf with the airspeed within about 8 kt of the planned value at the bottom of each pull-through, due to the p"
data/observations2/contact/contact-12.json,contact-12-em36,3,8,10,degrees,replaced,SP stopped the rolling pull within about 8 degrees of the 90-degree reference on each leaf with the airspeed within abou
data/observations2/contact/contact-12.json,contact-12-tm08,3,8,,knots,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(5/10),"ngs within about 8 degrees of level over the top and recovered within about 8 kt of the entry airspeed, due to the back pressure in the last quarter b"
data/observations2/contact/contact-12.json,contact-12-tm08,3,8,10,degrees,replaced,SP held a constant nose track through the loop with the wings within about 8 degrees of level over the top and recovered within about 8 kt of the entry ai
data/observations2/contact/contact-12.json,contact-12-tm09,3,8,10,degrees,replaced,"ld the nose up with rudder through the half roll and completed within about 8 degrees of the reciprocal heading in level flight, due to the roll being star"
data/observations2/contact/contact-12.json,contact-12-tm10,3,8,10,degrees,replaced,"ld a constant roll rate through the aileron roll and completed within about 8 degrees of the entry heading with the nose near the horizon, due to the nose "
data/observations2/contact/contact-12.json,contact-12-tm11,3,8,10,degrees,replaced,"d the rolling pull at the same point on each leaf and finished within about 8 degrees of the 90-degree reference on every leaf, due to the roll rate being "
data/observations2/contact/contact-21.json,contact-21-em01,3,110,150,feet,replaced,"SP held the entry altitude within approximately 110 feet, due to the altimeter returning to the cross-check a fraction after t"
data/observations2/contact/contact-21.json,contact-21-em01,1,280,300,feet,replaced,"SP arrested the descent at approximately 280 feet from the assigned entry altitude, at the outer edge of the standard, "
data/observations2/contact/contact-21.json,contact-21-em02,3,8,10,knots,replaced,"SP maintained the descent airspeed within approximately 8 knots of the briefed value, due to power being set early but refined a frac"
data/observations2/contact/contact-21.json,contact-21-em02,1,18,20,knots,replaced,"SP held the descent airspeed to approximately 18 knots from the briefed value, at the outer edge of the standard, due to a c"
data/observations2/contact/contact-21.json,contact-21-em03,3,4,5,degrees,replaced,"SP tracked toward the entry point within approximately 4 degrees of the required heading, due to a small drift correction applied a fr"
data/observations2/contact/contact-21.json,contact-21-em03,1,9,10,degrees,replaced,"SP established the track to the entry point within approximately 9 degrees of the required heading, at the outer edge of the standard, due to a "
data/observations2/contact/contact-21.json,contact-21-em07,3,4,5,degrees,replaced,"ace and establish the return to the airport, holding the track within approximately 4 degrees, due to the cross-check against the outside references trailing the i"
data/observations2/contact/contact-21.json,contact-21-em07,1,9,10,degrees,replaced,"n space and return to the airport, holding the resulting track within approximately 9 degrees of the required heading, at the outer edge of the standard, due to th"
data/observations2/contact/contact-21.json,contact-21-em08,3,4,5,degrees,replaced,"d did not violate the adjacent flight areas, holding the track within approximately 4 degrees of the planned exit track, due to the track being checked against the"
data/observations2/contact/contact-21.json,contact-21-em08,1,9,10,degrees,replaced,"d not violate any adjacent flight area, holding the exit track within approximately 9 degrees of the planned value, at the outer edge of the standard, due to the p"
data/observations2/contact/contact-21.json,contact-21-tm01,3,4,5,degrees,replaced,"tdown and entry calls at the proper locations, holding heading within approximately 4 degrees while transmitting, due to the call taking a fraction longer to deliv"
data/observations2/contact/contact-21.json,contact-21-tm01,1,9,10,degrees,replaced,"e proper locations, holding the heading toward the entry point within approximately 9 degrees while the transmissions were made, at the outer edge of the standard,"
data/observations2/contact/contact-21.json,contact-21-tm02,3,4,5,degrees,replaced," drift correction and groundspeed comparison, holding the crab within approximately 4 degrees of the value required, due to the comparison being read a fraction af"
data/observations2/contact/contact-21.json,contact-21-tm02,1,9,10,degrees,replaced,"ude and applied a drift correction, holding the resulting crab within approximately 9 degrees of the value required, at the outer edge of the standard, due to the "
data/observations2/contact/contact-21.json,contact-21-tm03,3,110,150,feet,replaced," scan on outside visual references, holding the entry altitude within approximately 110 feet, due to the descent rate check drifting briefly to the instruments be"
data/observations2/contact/contact-21.json,contact-21-tm03,1,280,300,feet,replaced,"n to clear the pattern entry route, holding the entry altitude within approximately 280 feet, at the outer edge of the standard, due to the scan returning inside "
data/observations2/contact/contact-21.json,contact-21-tm04,3,8,10,knots,replaced,"own inside the 200 to 250 KIAS band, holding the briefed speed within approximately 8 knots, due to the speed brake being retracted a fraction before the energy "
data/observations2/contact/contact-21.json,contact-21-tm04,1,18,20,knots,replaced,"own inside the 200 to 250 KIAS band, holding the briefed speed within approximately 18 knots, at the outer edge of the standard, due to the speed brake being sele"
data/observations2/contact/contact-21.json,contact-21-tm05,3,110,150,feet,replaced,"ing and noted the field conditions, holding the entry altitude within approximately 110 feet, due to the runway detail being confirmed a fraction after the altime"
data/observations2/contact/contact-21.json,contact-21-tm05,1,280,300,feet,replaced,"lied the current altimeter setting, holding the entry altitude within approximately 280 feet on the correct reference, at the outer edge of the standard, due to t"
data/observations2/contact/contact-21.json,contact-21-tm06,3,110,150,feet,replaced,"per frequencies before the letdown, holding the entry altitude within approximately 110 feet, due to the frequency change taking a fraction longer than the techni"
data/observations2/contact/contact-21.json,contact-21-tm06,1,280,300,feet,replaced,"per frequencies before the letdown, holding the entry altitude within approximately 280 feet through the transition, at the outer edge of the standard, due to the"
data/observations2/contact/contact-21.json,contact-21-em09,3,120,150,feet,replaced,SP leveled off within about 120 ft of the entry altitude and within 8 kt of the entry airspeed at the en
data/observations2/contact/contact-21.json,contact-21-em09,3,8,10,knots,replaced,"SP leveled off within about 120 ft of the entry altitude and within 8 kt of the entry airspeed at the entry point, due to the level off being "
data/observations2/contact/contact-21.json,contact-21-tm07,3,4,5,degrees,replaced,SP crossed the entry point within about 4 degrees of the entry heading with the check complete and the report at the pr
data/observations2/contact/contact-22.json,contact-22-em01,3,110,150,feet,replaced,"SP held the pattern altitude within approximately 110 feet, due to the altimeter cross-check through the turns running a fractio"
data/observations2/contact/contact-22.json,contact-22-em01,1,280,300,feet,replaced,"SP held the pattern altitude published in the LAP to within approximately 280 feet, at the outer edge of the standard, due to the altimeter cross-check "
data/observations2/contact/contact-22.json,contact-22-em02,3,8,10,knots,replaced,"SP held pattern airspeed within approximately 8 knots, due to the power setting for each leg being refined a fraction after"
data/observations2/contact/contact-22.json,contact-22-em02,1,18,20,knots,replaced,"SP held the pattern airspeeds published in the LAP to within approximately 18 knots, at the outer edge of the standard, due to the power reduction being "
data/observations2/contact/contact-22.json,contact-22-em03,3,4,5,degrees,replaced,"SP exited every pattern turn within approximately 4 degrees of the required heading, due to the lead point being set correctly bu"
data/observations2/contact/contact-22.json,contact-22-em03,1,9,10,degrees,replaced,"SP exited the pattern turns within approximately 9 degrees of the required headings, at the outer edge of the standard, due to t"
data/observations2/contact/contact-22.json,contact-22-tm01,3,8,10,knots,replaced," the initial aligned with the landing runway, holding 200 KIAS within approximately 8 knots and the runway heading within approximately 4 degrees, due to the pow"
data/observations2/contact/contact-22.json,contact-22-tm01,3,4,5,degrees,replaced,"g 200 KIAS within approximately 8 knots and the runway heading within approximately 4 degrees, due to the power schedule being confirmed a fraction after the initi"
data/observations2/contact/contact-22.json,contact-22-tm01,1,18,20,knots,replaced," the initial aligned with the landing runway, holding 200 KIAS within approximately 18 knots and the runway heading within approximately 9 degrees, at the outer e"
data/observations2/contact/contact-22.json,contact-22-tm01,1,9,10,degrees,replaced," 200 KIAS within approximately 18 knots and the runway heading within approximately 9 degrees, at the outer edge of the standard, due to the power schedule being s"
data/observations2/contact/contact-22.json,contact-22-tm03,3,8,10,knots,replaced,"to approximately 10 percent at the same time, holding airspeed within approximately 8 knots of the 120 to 147 KIAS band and altitude within approximately 110 fee"
data/observations2/contact/contact-22.json,contact-22-tm03,3,110,150,feet,replaced,"approximately 8 knots of the 120 to 147 KIAS band and altitude within approximately 110 feet of pattern altitude, due to bank and backpressure being varied for th"
data/observations2/contact/contact-22.json,contact-22-tm03,1,18,20,knots,replaced,"adjusted the PCL to approximately 10 percent, holding airspeed within approximately 18 knots of the 120 to 147 KIAS band and altitude within approximately 280 fee"
data/observations2/contact/contact-22.json,contact-22-tm03,1,280,300,feet,replaced,"pproximately 18 knots of the 120 to 147 KIAS band and altitude within approximately 280 feet of pattern altitude, at the outer edge of the standard, due to the ba"
data/observations2/contact/contact-22.json,contact-22-tm04,3,110,150,feet,replaced,"reased and retrimmed after lowering the gear, holding altitude within approximately 110 feet and airspeed within approximately 8 knots on downwind, due to the fin"
data/observations2/contact/contact-22.json,contact-22-tm04,3,8,10,knots,replaced,"r, holding altitude within approximately 110 feet and airspeed within approximately 8 knots on downwind, due to the final trim check coming a fraction after the "
data/observations2/contact/contact-22.json,contact-22-tm04,1,280,300,feet,replaced,"creased in the break, reaching zero control forces on downwind within approximately 280 feet of pattern altitude and approximately 18 knots of the planned airspee"
data/observations2/contact/contact-22.json,contact-22-tm04,1,18,20,knots,replaced,"ces on downwind within approximately 280 feet of pattern altitude and approximately 18 knots of the planned airspeed, at the outer edge of the standard, due to th"
data/observations2/contact/contact-22.json,contact-22-tm05,3,8,10,knots,replaced,"momentarily and lowered the gear abeam tower, holding airspeed within approximately 8 knots and altitude within approximately 110 feet through the configuration "
data/observations2/contact/contact-22.json,contact-22-tm05,3,110,150,feet,replaced,"er, holding airspeed within approximately 8 knots and altitude within approximately 110 feet through the configuration change, due to the flaps at approach AOA be"
data/observations2/contact/contact-22.json,contact-22-tm05,1,18,20,knots,replaced,"KIAS and configured the aircraft abeam tower, holding airspeed within approximately 18 knots and altitude within approximately 280 feet through the change, at the"
data/observations2/contact/contact-22.json,contact-22-tm05,1,280,300,feet,replaced,"r, holding airspeed within approximately 18 knots and altitude within approximately 280 feet through the change, at the outer edge of the standard, due to the pau"
data/observations2/contact/contact-22.json,contact-22-tm07,3,8,10,knots,replaced,"IAS minimum, properly configured and trimmed, holding airspeed within approximately 8 knots and pattern altitude within approximately 110 feet at the roll-in, du"
data/observations2/contact/contact-22.json,contact-22-tm07,3,110,150,feet,replaced,"ing airspeed within approximately 8 knots and pattern altitude within approximately 110 feet at the roll-in, due to the final turn bank being confirmed a fraction"
data/observations2/contact/contact-22.json,contact-22-tm07,1,18,20,knots,replaced,"rived at the perch point at 120 KIAS minimum, holding airspeed within approximately 18 knots and pattern altitude within approximately 280 feet at the roll-in, at"
data/observations2/contact/contact-22.json,contact-22-tm07,1,280,300,feet,replaced,"ng airspeed within approximately 18 knots and pattern altitude within approximately 280 feet at the roll-in, at the outer edge of the standard, due to power being"
data/observations2/contact/contact-22.json,contact-22-tm08,3,110,150,feet,skip-between,"ed and executed a go-around without hesitation, keeping deviations to approximately 110 feet and 8 knots up to the decision, due to the query to the tower being m"
data/observations2/contact/contact-22.json,contact-22-tm08,3,8,10,knots,replaced," without hesitation, keeping deviations to approximately 110 feet and 8 knots up to the decision, due to the query to the tower being made a fracti"
data/observations2/contact/contact-22.json,contact-22-tm08,1,280,300,feet,skip-between,"on in the pattern and executed a go-around, holding the deviations to approximately 280 feet and 18 knots up to the decision, at the outer edge of the standard, d"
data/observations2/contact/contact-22.json,contact-22-tm08,1,18,20,knots,replaced,"ted a go-around, holding the deviations to approximately 280 feet and 18 knots up to the decision, at the outer edge of the standard, due to the dec"
data/observations2/contact/contact-22.json,contact-22-em09,3,120,150,feet,replaced,SP stayed within about 120 ft of pattern altitude in the break and arrived at the perch within 8 kt
data/observations2/contact/contact-22.json,contact-22-em09,3,8,10,knots,replaced,"bout 120 ft of pattern altitude in the break and arrived at the perch within 8 kt of the target, due to the power reduction being a fraction smaller th"
data/observations2/contact/contact-22.json,contact-22-em10,3,4,5,degrees,replaced,"SP rolled out within about 4 degrees of the final heading and 120 ft of the normal final altitude, due to "
data/observations2/contact/contact-22.json,contact-22-em10,3,120,150,feet,replaced,"SP rolled out within about 4 degrees of the final heading and 120 ft of the normal final altitude, due to the roll-out being started a fra"
data/observations2/contact/contact-22.json,contact-22-tm09,3,4,5,degrees,replaced,SP rolled out within about 4 degrees of the final heading and 120 ft of the normal final altitude with the
data/observations2/contact/contact-22.json,contact-22-tm09,3,120,150,feet,replaced,"SP rolled out within about 4 degrees of the final heading and 120 ft of the normal final altitude with the wind, due to the perch being di"
data/observations2/contact/contact-23.json,contact-23-em01,3,110,150,feet,replaced,"SP flew the break at the briefed pattern altitude within approximately 110 feet, due to the coordination of power and pitch settling a fraction after"
data/observations2/contact/contact-23.json,contact-23-em01,1,280,300,feet,replaced,"w the break at the briefed pattern altitude, holding the deviation to approximately 280 feet, at the outer edge of the standard, due to the power reduction on the"
data/observations2/contact/contact-23.json,contact-23-em02,3,7,10,degrees,replaced,"SP established the briefed break bank within approximately 7 degrees, due to the cross-check against the attitude indicator running a frac"
data/observations2/contact/contact-23.json,contact-23-em02,1,14,15,degrees,replaced,"SP established the briefed break bank, holding the deviation to approximately 14 degrees, at the outer edge of the standard, due to the roll rate being monito"
data/observations2/contact/contact-23.json,contact-23-em03,3,110,150,feet,replaced,"SP levelled at the briefed downwind altitude within approximately 110 feet, due to the final trim check settling a fraction after the aircraft h"
data/observations2/contact/contact-23.json,contact-23-em03,1,280,300,feet,replaced,"e briefed downwind altitude after the break, holding the deviation to approximately 280 feet, at the outer edge of the standard, due to the trim change after gear"
data/observations2/contact/contact-23.json,contact-23-em04,3,8,10,knots,replaced,"at or above the 120 KIAS minimum, holding the briefed airspeed within approximately 8 knots on the high side, due to the power anticipation for the second config"
data/observations2/contact/contact-23.json,contact-23-em04,1,18,20,knots,replaced,"ind at or above the 120 KIAS minimum, holding the briefed airspeed to approximately 18 knots fast, at the outer edge of the standard, due to power being left high"
data/observations2/contact/contact-23.json,contact-23-em05,3,8,10,knots,replaced,"SP flew the base leg with airspeed held within approximately 8 knots on the high side of the briefed value, due to the roll-out point bein"
data/observations2/contact/contact-23.json,contact-23-em05,1,18,20,knots,replaced,"SP flew the base leg with airspeed held to approximately 18 knots on the high side of the briefed value and with no excursion below it,"
data/observations2/contact/contact-23.json,contact-23-em06,3,80,100,feet,replaced,"high and 50 feet low of the correct profile, holding the deviation to approximately 80 feet high, due to the profile being stabilized a fraction after roll-out r"
data/observations2/contact/contact-23.json,contact-23-em06,1,180,200,feet,replaced,"SP flew the final within the tolerance limit, holding the profile to approximately 180 feet high, at the outer edge of the standard, due to the descent rate afte"
data/observations2/contact/contact-23.json,contact-23-em07,3,8,10,knots,replaced,"SP held final airspeed within approximately 8 knots on the high side of the briefed value with no excursion below it, due"
data/observations2/contact/contact-23.json,contact-23-em07,1,14,15,knots,replaced,"SP held final airspeed to approximately 14 knots on the high side of the briefed value and with no excursion below it,"
data/observations2/contact/contact-23.json,contact-23-em13,3,8,10,knots,replaced," pattern for the no flap configuration and held final airspeed within approximately 8 knots on the high side, due to the profile being stabilized a fraction afte"
data/observations2/contact/contact-23.json,contact-23-em13,1,13,,knots,skip-ambiguous: er must BE C1 (spec 5.9) [plus side] target=ambiguous(15/20)," the pattern for the no flap configuration, holding final airspeed to approximately 13 knots on the high side, at the outer edge of the standard, due to the power"
data/observations2/contact/contact-23.json,contact-23-em14,3,8,10,knots,replaced,"figuration within the published limitation and held parameters within approximately 8 knots on the high side, due to the required checks being completed a fracti"
data/observations2/contact/contact-23.json,contact-23-em14,1,13,,knots,skip-ambiguous: er must BE C1 (spec 5.9) [plus side] target=ambiguous(15/20),"ithin the published limitation, holding downwind and base airspeed to approximately 13 knots on the high side, at the outer edge of the standard, due to the power"
data/observations2/contact/contact-23.json,contact-23-tm01,3,40,,feet,skip-ambiguous:  must BE C3 (spec 5.9) [minus side] target=ambiguous(50/150),"r, displaced into the wind as required, holding final altitude within approximately 40 feet low, due to the planned bank being confirmed a fraction after roll-in"
data/observations2/contact/contact-23.json,contact-23-tm01,1,90,,feet,skip-ambiguous: must BE C1 (spec 5.9) [minus side] target=ambiguous(100/300),"arted the final turn with the planned bank, holding final altitude to approximately 90 feet low, at the outer edge of the standard, due to the wind displacement "
data/observations2/contact/contact-23.json,contact-23-tm02,3,40,,feet,skip-ambiguous:  must BE C3 (spec 5.9) [minus side] target=ambiguous(50/150)," 4 degree glidepath with a steady aim point, holding the deviation to approximately 40 feet below the profile, due to the tendency to go low being met a fraction"
data/observations2/contact/contact-23.json,contact-23-tm02,1,90,,feet,skip-ambiguous: must BE C1 (spec 5.9) [minus side] target=ambiguous(100/300),"without excessive altitude loss in the turn, holding the deviation to approximately 90 feet low, at the outer edge of the standard, due to power being added only"
data/observations2/contact/contact-23.json,contact-23-tm03,3,80,,feet,skip-ambiguous:  must BE C3 (spec 5.9) [plus side] target=ambiguous(100/150),"ightly higher than normal descent rate, holding final altitude within approximately 80 feet high, due to the return to a normal descent rate once re-established "
data/observations2/contact/contact-23.json,contact-23-tm03,1,180,,feet,skip-ambiguous:  must BE C1 (spec 5.9) [plus side] target=ambiguous(200/300),"o go above the glide path and corrected it, holding final altitude to approximately 180 feet high, at the outer edge of the standard, due to the descent rate bein"
data/observations2/contact/contact-23.json,contact-23-tm06,3,110,,feet,skip-ambiguous: -3 number must BE C3 (spec 5.9) target=ambiguous(50/100/150),"proximately 30 to 35 percent torque, holding downwind altitude within approximately 110 feet, due to the hands-off confirmation coming a fraction after the trim w"
data/observations2/contact/contact-23.json,contact-23-tm06,1,280,,feet,skip-ambiguous:  must BE C1 (spec 5.9) [plus side] target=ambiguous(200/300)," immediately after the gear was lowered, holding downwind altitude to approximately 280 feet and airspeed at or above the 120 KIAS minimum, at the outer edge of t"
data/observations2/contact/contact-23.json,contact-23-tm07,3,8,10,knots,replaced,"imum, to the final approach speed, holding the corrected value within approximately 8 knots on the high side, due to the crosswind flap setting being confirmed a"
data/observations2/contact/contact-23.json,contact-23-tm07,1,14,,knots,skip-ambiguous: er must BE C1 (spec 5.9) [plus side] target=ambiguous(15/20),"st factor to the final approach speed, holding the corrected value to approximately 14 knots on the high side, at the outer edge of the standard, due to the addit"
data/observations2/contact/contact-23.json,contact-23-em15,3,120,,feet,skip-ambiguous: -3 number must BE C3 (spec 5.9) target=ambiguous(50/100/150),"he bank within 8 degrees of the briefed value and the altitude within about 120 ft, due to the back pressure coming in a fraction after the roll had set"
data/observations2/contact/contact-23.json,contact-23-em15,3,8,10,degrees,replaced,"SP flew the break with the bank within 8 degrees of the briefed value and the altitude within about 120 ft, due to the"
data/observations2/contact/contact-23.json,contact-23-em15,1,280,,feet,skip-ambiguous: 1 number must BE C1 (spec 5.9) target=ambiguous(100/200/300)," bank about 15 degrees over the briefed value and an altitude gain of approximately 280 ft, at the outer edge of the standard, due to the back pressure being ap"
data/observations2/contact/contact-23.json,contact-23-em16,3,8,10,knots,replaced,"SP rolled out on downwind within about 8 kt of the target airspeed and within 120 ft of pattern altitude, due to "
data/observations2/contact/contact-23.json,contact-23-em16,3,120,150,feet,replaced,"P rolled out on downwind within about 8 kt of the target airspeed and within 120 ft of pattern altitude, due to the power reduction in the break being se"
data/observations2/contact/contact-23.json,contact-23-em16,1,280,300,feet,replaced,"SP rolled out on downwind about 20 kt fast and approximately 280 ft high, at the outer edge of the standard, due to the power reduction b"
data/observations2/contact/contact-23.json,contact-23-em17,3,8,10,knots,replaced,"SP flew the base leg and the final within about 8 kt of their targets, due to the power reduction at the perch settling a "
data/observations2/contact/contact-23.json,contact-23-em17,1,15,20,knots,replaced,"SP flew the base leg about 20 kt fast and rolled out on final about 15 kt fast, at the outer edge of the standard on both legs, due to the nose"
data/observations2/contact/contact-23.json,contact-23-em18,3,80,,feet,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(50/100),"SP rolled out on final within about 80 ft of the glidepath altitude and within 8 kt of the approach speed, due "
data/observations2/contact/contact-23.json,contact-23-em18,3,8,10,knots,replaced," rolled out on final within about 80 ft of the glidepath altitude and within 8 kt of the approach speed, due to the perch being judged a fraction early"
data/observations2/contact/contact-23.json,contact-23-em19,3,120,150,feet,replaced,"SP kept the break within about 120 ft, the downwind within 8 kt and the final within 8 kt of their targets,"
data/observations2/contact/contact-23.json,contact-23-em19,3,8,10,knots,replaced,"SP kept the break within about 120 ft, the downwind within 8 kt and the final within 8 kt of their targets, due to the cross-check se"
data/observations2/contact/contact-23.json,contact-23-em19,3,8,10,knots,replaced,"the break within about 120 ft, the downwind within 8 kt and the final within 8 kt of their targets, due to the cross-check settling into the leg a frac"
data/observations2/contact/contact-23.json,contact-23-em20,3,120,150,feet,replaced,SP held the downwind within about 120 ft of pattern altitude and rolled out on final within about 40 ft of the
data/observations2/contact/contact-23.json,contact-23-em20,3,40,150,feet,replaced,"ithin about 120 ft of pattern altitude and rolled out on final within about 40 ft of the glidepath altitude, due to the nose settling slightly as the a"
data/observations2/contact/contact-23.json,contact-23-em22,3,80,,feet,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(50/100),"SP rolled out on final within about 80 ft of the glidepath altitude and on the extended centerline, due to the "
data/observations2/contact/contact-23.json,contact-23-tm09,3,120,,feet,skip-ambiguous: -3 number must BE C3 (spec 5.9) target=ambiguous(50/100/150),"SP flew the break level within about 120 ft and decelerated on the schedule, due to the trim lagging the decelera"
data/observations2/contact/contact-23.json,contact-23-tm10,3,40,,feet,skip-ambiguous: -3 number must BE C3 (spec 5.9) target=ambiguous(50/100/150),"l turn continuously at about 30 degrees of bank and rolled out within about 40 ft of the glidepath altitude, due to the bank easing a few degrees in th"
data/observations2/contact/contact-23.json,contact-23-tm11,3,8,10,knots,replaced,"SP flew the final with the aim point fixed and the airspeed within about 8 kt of the approach speed, due to a small pitch input accompanying each p"
data/observations2/contact/contact-23.json,contact-23-tm12,3,80,,feet,skip-ambiguous: -3 number must BE C3 (spec 5.9) target=ambiguous(50/100/150),"SP assessed and corrected the irregularities on final within about 80 ft of the glidepath altitude, due to the assessment being made in silenc"
data/observations2/contact/contact-24.json,contact-24-em01,3,900,,feet,skip-ambiguous: 3 number must BE C3 (spec 5.9) target=ambiguous(5/1000/1500),"the round out timely and brought the A/C in touch with the RWY within approximately 900 ft from the beginning of the RWY, due to the control of the rate of desc"
data/observations2/contact/contact-24.json,contact-24-em02,3,4,,feet,skip-ambiguous: 3 number must BE C3 (spec 5.9) target=ambiguous(5/1000/1500),"WY centerline in the final part of the approach, touching down within approximately 4 ft, due to the aileron correction through the round out trailing the rud"
data/observations2/contact/contact-24.json,contact-24-em02,1,14,,feet,skip-ambiguous:  number must BE C1 (spec 5.9) target=ambiguous(15/1500/2000),"he A/C to the RWY centerline before contact, holding the deviation to approximately 14 ft, at the outer edge of the standard, due to the rudder input for the f"
data/observations2/contact/contact-24.json,contact-24-em03,3,4,5,knots,replaced,"er gradually and controlled the rate of descent, touching down within approximately 4 kt above the computed touchdown speed, due to the landing attitude being"
data/observations2/contact/contact-24.json,contact-24-em03,1,9,10,knots,replaced,"touchdown speed within the landing criteria, holding the deviation to approximately 9 kt above the computed value, at the outer edge of the standard, due to t"
data/observations2/contact/contact-24.json,contact-24-em04,3,1400,,feet,skip-ambiguous: 3 number must BE C3 (spec 5.9) target=ambiguous(5/1000/1500)," round out timely for the no-flap configuration, touching down within approximately 1400 ft from the beginning of the RWY, due to the flatter approach path being"
data/observations2/contact/contact-24.json,contact-24-em05,3,4,5,knots,replaced,"p approach speed with a gradual power reduction, touching down within approximately 4 kt above the computed touchdown speed, due to the transition from approa"
data/observations2/contact/contact-24.json,contact-24-em05,1,9,10,knots,replaced,"ouchdown speed in the no-flap configuration, holding the deviation to approximately 9 kt above the computed value, at the outer edge of the standard, due to t"
